"ID","Choice_set","Sex","Habit","Salary","Age","Price","Label","Carbon","Utility","Choice"
3,1,0,0,4,54,2.5,1,1,-0.139113500756541,1
3,2,0,0,4,54,3.5,1,0,-1.25762285808542,0
3,2,0,0,4,54,3,1,1,-2.14624595753162,0
3,3,0,0,4,54,2.5,0,0,-3.20016750129508,0
3,3,0,0,4,54,1.5,0,1,6.20775448284176,1
3,4,0,0,4,54,4.5,1,1,-4.57971673842782,0
3,4,0,0,4,54,2.5,0,1,3.80936702736436,1
3,5,0,0,4,54,3.5,1,1,-3.70082869574317,0
3,5,0,0,4,54,2,1,0,1.50073001101269,1
3,6,0,0,4,54,2.5,1,0,0.989212781782023,0
3,6,0,0,4,54,4,0,0,-6.11478654370179,0
3,7,0,0,4,54,3,0,1,4.06993938231674,1
3,7,0,0,4,54,1.5,1,1,1.51572792910337,0
3,8,0,0,4,54,4,0,1,0.787176799606314,1
3,8,0,0,4,54,1.5,1,0,0.692240143786138,0
3,9,0,0,4,54,4,1,1,-3.68605971900064,0
3,9,0,0,4,54,4.5,0,1,0.156418413916155,0
3,10,0,0,4,54,3.5,0,0,-3.44206327373908,0
3,10,0,0,4,54,2,1,1,1.08411716103857,0
3,11,0,0,4,54,1.5,0,0,-1.97473256300746,0
3,11,0,0,4,54,2,0,1,6.51863617845117,1
3,12,0,0,4,54,3.5,0,1,1.23002100878597,0
3,12,0,0,4,54,3,1,0,0.648000261667764,0
3,13,0,0,4,54,3,0,0,-1.61428236746991,0
3,13,0,0,4,54,4.5,0,0,-6.13544332100601,0
3,14,0,0,4,54,4.5,1,0,-3.82969446614289,0
3,14,0,0,4,54,4,1,0,-1.08574577991556,0
4,1,1,1,3,63,2,0,0,3.64834265831638,0
4,1,1,1,3,63,2.5,1,1,9.59550009775424,1
4,2,1,1,3,63,3.5,1,0,6.07023791125039,0
4,2,1,1,3,63,3,1,1,11.3234919012288,1
4,3,1,1,3,63,2.5,0,0,4.97586778909322,0
4,3,1,1,3,63,1.5,0,1,11.0437560995581,1
4,4,1,1,3,63,4.5,1,1,7.74834921889101,0
4,4,1,1,3,63,2.5,0,1,10.7100907621428,1
4,5,1,1,3,63,3.5,1,1,9.55714775150648,0
4,5,1,1,3,63,2,1,0,9.62343325769374,1
4,6,1,1,3,63,2.5,1,0,7.00926759736531,1
4,6,1,1,3,63,4,0,0,5.8267772320264,0
4,7,1,1,3,63,3,0,1,8.61761220904323,0
4,7,1,1,3,63,1.5,1,1,13.1131492029313,1
4,8,1,1,3,63,4,0,1,7.92425697321731,0
4,8,1,1,3,63,1.5,1,0,9.9310258751771,1
4,9,1,1,3,63,4,1,1,9.84331145948555,1
4,9,1,1,3,63,4.5,0,1,7.42888041546845,0
4,10,1,1,3,63,3.5,0,0,3.60843771095004,0
4,10,1,1,3,63,2,1,1,11.4054119312129,1
4,11,1,1,3,63,1.5,0,0,6.1626597111299,0
4,11,1,1,3,63,2,0,1,9.31091494426218,1
4,12,1,1,3,63,3.5,0,1,7.24341833043594,1
4,12,1,1,3,63,3,1,0,6.40351307349378,0
4,13,1,1,3,63,3,0,0,4.55980825344408,1
4,13,1,1,3,63,4.5,0,0,1.76140378551871,0
4,14,1,1,3,63,4.5,1,0,5.40429114395029,1
4,14,1,1,3,63,4,1,0,3.96480294547909,0
5,1,1,0,1,37,2,0,0,6.77788263882276,0
5,1,1,0,1,37,2.5,1,1,11.9691350855108,1
5,2,1,0,1,37,3.5,1,0,4.02840939616334,0
5,2,1,0,1,37,3,1,1,6.47483524014791,1
5,3,1,0,1,37,2.5,0,0,4.3803160291775,0
5,3,1,0,1,37,1.5,0,1,8.17737633551611,1
5,4,1,0,1,37,4.5,1,1,4.32510318879644,0
5,4,1,0,1,37,2.5,0,1,6.5034611923784,1
5,5,1,0,1,37,3.5,1,1,4.61122888666676,0
5,5,1,0,1,37,2,1,0,5.85679413276585,1
5,6,1,0,1,37,2.5,1,0,8.31836831354135,1
5,6,1,0,1,37,4,0,0,1.5448643283496,0
5,7,1,0,1,37,3,0,1,4.7664383857981,0
5,7,1,0,1,37,1.5,1,1,9.9682008238374,1
5,8,1,0,1,37,4,0,1,5.58988690780852,0
5,8,1,0,1,37,1.5,1,0,6.88741324130661,1
5,9,1,0,1,37,4,1,1,3.23064355892306,1
5,9,1,0,1,37,4.5,0,1,2.89065775426061,0
5,10,1,0,1,37,3.5,0,0,4.36988298568301,0
5,10,1,0,1,37,2,1,1,8.22644900583242,1
5,11,1,0,1,37,1.5,0,0,7.15074533580726,1
5,11,1,0,1,37,2,0,1,5.88604906693426,0
5,12,1,0,1,37,3.5,0,1,4.07365966244093,0
5,12,1,0,1,37,3,1,0,8.9658480407694,1
5,13,1,0,1,37,3,0,0,5.21404768816014,1
5,13,1,0,1,37,4.5,0,0,1.12650385869068,0
5,14,1,0,1,37,4.5,1,0,3.9180657534881,1
5,14,1,0,1,37,4,1,0,1.41916967607923,0
6,1,1,0,3,26,2,0,0,10.3746033585444,0
6,1,1,0,3,26,2.5,1,1,13.6062871205592,1
6,2,1,0,3,26,3.5,1,0,9.07440428804372,0
6,2,1,0,3,26,3,1,1,15.8072047993181,1
6,3,1,0,3,26,2.5,0,0,7.01429863082899,0
6,3,1,0,3,26,1.5,0,1,14.2928238362712,1
6,4,1,0,3,26,4.5,1,1,8.38532887789821,0
6,4,1,0,3,26,2.5,0,1,11.7887313753553,1
6,5,1,0,3,26,3.5,1,1,10.2596531849898,0
6,5,1,0,3,26,2,1,0,10.3322154838653,1
6,6,1,0,3,26,2.5,1,0,11.2352527528483,1
6,6,1,0,3,26,4,0,0,2.73843584453831,0
6,7,1,0,3,26,3,0,1,11.1605906932148,0
6,7,1,0,3,26,1.5,1,1,15.9562102455577,1
6,8,1,0,3,26,4,0,1,11.6638471144164,0
6,8,1,0,3,26,1.5,1,0,11.7463700880024,1
6,9,1,0,3,26,4,1,1,8.5329914688606,0
6,9,1,0,3,26,4.5,0,1,9.8263876864583,1
6,10,1,0,3,26,3.5,0,0,4.9531701643267,0
6,10,1,0,3,26,2,1,1,14.9770581290699,1
6,11,1,0,3,26,1.5,0,0,8.66259775370159,0
6,11,1,0,3,26,2,0,1,12.83403767208,1
6,12,1,0,3,26,3.5,0,1,10.4389393196478,1
6,12,1,0,3,26,3,1,0,9.28690776147619,0
6,13,1,0,3,26,3,0,0,6.44593377232249,1
6,13,1,0,3,26,4.5,0,0,3.58594133450889,0
6,14,1,0,3,26,4.5,1,0,8.20959899089915,1
6,14,1,0,3,26,4,1,0,7.34019587128184,0
7,1,1,0,5,39,2,0,0,10.5708450565629,0
7,1,1,0,5,39,2.5,1,1,25.7130491677189,1
7,2,1,0,5,39,3.5,1,0,11.6916004985946,0
7,2,1,0,5,39,3,1,1,28.0998917275015,1
7,3,1,0,5,39,2.5,0,0,9.3896343500491,0
7,3,1,0,5,39,1.5,0,1,17.8225035080543,1
7,4,1,0,5,39,4.5,1,1,22.2794646650784,1
7,4,1,0,5,39,2.5,0,1,14.7349879302298,0
7,5,1,0,5,39,3.5,1,1,22.3512745097962,1
7,5,1,0,5,39,2,1,0,14.7651282999674,0
7,6,1,0,5,39,2.5,1,0,14.4297127596925,1
7,6,1,0,5,39,4,0,0,5.32600851503694,0
7,7,1,0,5,39,3,0,1,15.1652355496204,0
7,7,1,0,5,39,1.5,1,1,26.3848342570032,1
7,8,1,0,5,39,4,0,1,12.5432454968732,0
7,8,1,0,5,39,1.5,1,0,15.5637404002189,1
7,9,1,0,5,39,4,1,1,22.8255581231299,1
7,9,1,0,5,39,4.5,0,1,15.9325195105271,0
7,10,1,0,5,39,3.5,0,0,8.69317551866773,0
7,10,1,0,5,39,2,1,1,27.2605368602443,1
7,11,1,0,5,39,1.5,0,0,11.3914242649292,0
7,11,1,0,5,39,2,0,1,16.3615811352977,1
7,12,1,0,5,39,3.5,0,1,15.7849878382226,1
7,12,1,0,5,39,3,1,0,14.3847528977672,0
7,13,1,0,5,39,3,0,0,8.96316970443982,1
7,13,1,0,5,39,4.5,0,0,5.94034919578696,0
7,14,1,0,5,39,4.5,1,0,12.8125190058575,1
7,14,1,0,5,39,4,1,0,12.1325001874712,0
8,1,0,1,3,34,2,0,0,3.60762744228803,1
8,1,0,1,3,34,2.5,1,1,-1.14266541048194,0
8,2,0,1,3,34,3.5,1,0,-2.74266237546342,0
8,2,0,1,3,34,3,1,1,-0.399446676890158,0
8,3,0,1,3,34,2.5,0,0,2.49801232559445,0
8,3,0,1,3,34,1.5,0,1,2.92272931674966,1
8,4,0,1,3,34,4.5,1,1,-3.56139548088901,0
8,4,0,1,3,34,2.5,0,1,1.85450777657522,0
8,5,0,1,3,34,3.5,1,1,1.30497646318058,0
8,5,0,1,3,34,2,1,0,0.601194391408424,0
8,6,0,1,3,34,2.5,1,0,0.305289135806522,0
8,6,0,1,3,34,4,0,0,-1.6445242796572,0
8,7,0,1,3,34,3,0,1,1.57418583238222,0
8,7,0,1,3,34,1.5,1,1,1.67856855346227,1
8,8,0,1,3,34,4,0,1,-1.06062164112526,0
8,8,0,1,3,34,1.5,1,0,0.176675693664501,0
8,9,0,1,3,34,4,1,1,-3.9260485494583,0
8,9,0,1,3,34,4.5,0,1,-0.697161832424336,0
8,10,0,1,3,34,3.5,0,0,0.628939432938819,0
8,10,0,1,3,34,2,1,1,4.62638952410422,1
8,11,0,1,3,34,1.5,0,0,4.54219368229053,1
8,11,0,1,3,34,2,0,1,3.81899535682281,0
8,12,0,1,3,34,3.5,0,1,2.28463723791854,1
8,12,0,1,3,34,3,1,0,-1.49685778501389,0
8,13,0,1,3,34,3,0,0,2.08165560137435,1
8,13,0,1,3,34,4.5,0,0,-0.56856635831939,0
8,14,0,1,3,34,4.5,1,0,-3.45314460447926,0
8,14,0,1,3,34,4,1,0,-3.2378231471037,0
9,1,1,1,1,45,2,0,0,4.38039581259837,0
9,1,1,1,1,45,2.5,1,1,15.4602517009985,1
9,2,1,1,1,45,3.5,1,0,8.66993097172385,0
9,2,1,1,1,45,3,1,1,14.4033964013966,1
9,3,1,1,1,45,2.5,0,0,5.26764602491552,0
9,3,1,1,1,45,1.5,0,1,14.3627085357823,1
9,4,1,1,1,45,4.5,1,1,11.2827953906084,0
9,4,1,1,1,45,2.5,0,1,14.3534070942909,1
9,5,1,1,1,45,3.5,1,1,14.3805609534701,1
9,5,1,1,1,45,2,1,0,13.4469109973504,0
9,6,1,1,1,45,2.5,1,0,12.0650143131088,1
9,6,1,1,1,45,4,0,0,2.83667463725596,0
9,7,1,1,1,45,3,0,1,13.1751401067159,0
9,7,1,1,1,45,1.5,1,1,15.6274097452641,1
9,8,1,1,1,45,4,0,1,11.7461053632338,0
9,8,1,1,1,45,1.5,1,0,12.4125509629803,1
9,9,1,1,1,45,4,1,1,10.8506558479809,1
9,9,1,1,1,45,4.5,0,1,9.70560938365991,0
9,10,1,1,1,45,3.5,0,0,1.6437669170732,0
9,10,1,1,1,45,2,1,1,15.7702241788081,1
9,11,1,1,1,45,1.5,0,0,7.16792008011737,0
9,11,1,1,1,45,2,0,1,15.2786175527184,1
9,12,1,1,1,45,3.5,0,1,10.4343260503401,1
9,12,1,1,1,45,3,1,0,9.30298189165769,0
9,13,1,1,1,45,3,0,0,1.74992456136499,0
9,13,1,1,1,45,4.5,0,0,0.780170608371835,0
9,14,1,1,1,45,4.5,1,0,6.9438506258504,0
9,14,1,1,1,45,4,1,0,8.21615364916949,1
10,1,1,1,3,57,2,0,0,7.48938038955335,0
10,1,1,1,3,57,2.5,1,1,11.8349658307494,1
10,2,1,1,3,57,3.5,1,0,4.86978086196963,0
10,2,1,1,3,57,3,1,1,13.0460477720553,1
10,3,1,1,3,57,2.5,0,0,5.60702304299732,0
10,3,1,1,3,57,1.5,0,1,9.29977910391245,1
10,4,1,1,3,57,4.5,1,1,8.26573029762224,1
10,4,1,1,3,57,2.5,0,1,6.98294967534387,0
10,5,1,1,3,57,3.5,1,1,10.319656306056,1
10,5,1,1,3,57,2,1,0,8.28310298845083,0
10,6,1,1,3,57,2.5,1,0,8.06100817465438,1
10,6,1,1,3,57,4,0,0,5.75797765344102,0
10,7,1,1,3,57,3,0,1,8.63190490199896,0
10,7,1,1,3,57,1.5,1,1,15.8075221007801,1
10,8,1,1,3,57,4,0,1,6.01230697167915,0
10,8,1,1,3,57,1.5,1,0,13.1217586991497,1
10,9,1,1,3,57,4,1,1,11.0345762275413,1
10,9,1,1,3,57,4.5,0,1,5.39455298536025,0
10,10,1,1,3,57,3.5,0,0,6.16531556061186,0
10,10,1,1,3,57,2,1,1,11.556806912962,1
10,11,1,1,3,57,1.5,0,0,6.45497712204138,0
10,11,1,1,3,57,2,0,1,7.69661099339464,1
10,12,1,1,3,57,3.5,0,1,7.83144997274162,1
10,12,1,1,3,57,3,1,0,5.04265214926036,0
10,13,1,1,3,57,3,0,0,10.7847128867631,1
10,13,1,1,3,57,4.5,0,0,4.46628312118964,0
10,14,1,1,3,57,4.5,1,0,3.24021431887506,1
10,14,1,1,3,57,4,1,0,3.04729362488856,0
11,1,0,1,2,49,2,0,0,3.20111135654468,0
11,1,0,1,2,49,2.5,1,1,14.0516154385989,1
11,2,0,1,2,49,3.5,1,0,5.10427953295726,0
11,2,0,1,2,49,3,1,1,11.5788621407581,1
11,3,0,1,2,49,2.5,0,0,5.83328798877924,0
11,3,0,1,2,49,1.5,0,1,11.4040096800627,1
11,4,0,1,2,49,4.5,1,1,7.76899055740176,0
11,4,0,1,2,49,2.5,0,1,11.0939749035664,1
11,5,0,1,2,49,3.5,1,1,8.62427121111812,1
11,5,0,1,2,49,2,1,0,6.88640224454556,0
11,6,0,1,2,49,2.5,1,0,6.62649128439648,1
11,6,0,1,2,49,4,0,0,-2.49954363787132,0
11,7,0,1,2,49,3,0,1,10.4337885310776,0
11,7,0,1,2,49,1.5,1,1,15.3491224810031,1
11,8,0,1,2,49,4,0,1,10.7951067467854,1
11,8,0,1,2,49,1.5,1,0,9.98610078486076,0
11,9,0,1,2,49,4,1,1,7.91462341314202,0
11,9,0,1,2,49,4.5,0,1,10.7504394368569,1
11,10,0,1,2,49,3.5,0,0,0.656164428608522,0
11,10,0,1,2,49,2,1,1,11.9441987361906,1
11,11,0,1,2,49,1.5,0,0,2.26612812754757,0
11,11,0,1,2,49,2,0,1,12.8838200036286,1
11,12,0,1,2,49,3.5,0,1,8.35531459087485,1
11,12,0,1,2,49,3,1,0,5.82935904065286,0
11,13,0,1,2,49,3,0,0,0.217162492678712,0
11,13,0,1,2,49,4.5,0,0,-2.0209398570237,0
11,14,0,1,2,49,4.5,1,0,1.45274047709798,0
11,14,0,1,2,49,4,1,0,3.86577858368118,1
12,1,1,0,2,28,2,0,0,6.12931040656474,0
12,1,1,0,2,28,2.5,1,1,6.32726224021995,1
12,2,1,0,2,28,3.5,1,0,5.48428602830035,0
12,2,1,0,2,28,3,1,1,5.72024125225466,1
12,3,1,0,2,28,2.5,0,0,3.93712241418148,0
12,3,1,0,2,28,1.5,0,1,7.72128480490863,1
12,4,1,0,2,28,4.5,1,1,3.25008178527687,0
12,4,1,0,2,28,2.5,0,1,5.80373421541604,1
12,5,1,0,2,28,3.5,1,1,3.93766907422799,0
12,5,1,0,2,28,2,1,0,8.10552482381144,1
12,6,1,0,2,28,2.5,1,0,6.31704796451915,1
12,6,1,0,2,28,4,0,0,3.10590110633674,0
12,7,1,0,2,28,3,0,1,6.42709784888246,0
12,7,1,0,2,28,1.5,1,1,8.23191370635563,1
12,8,1,0,2,28,4,0,1,3.87936737374864,0
12,8,1,0,2,28,1.5,1,0,7.35696414058511,1
12,9,1,0,2,28,4,1,1,6.39241443227019,1
12,9,1,0,2,28,4.5,0,1,2.29369597812652,0
12,10,1,0,2,28,3.5,0,0,2.98180683166208,0
12,10,1,0,2,28,2,1,1,9.70859200924235,1
12,11,1,0,2,28,1.5,0,0,6.10038885725582,0
12,11,1,0,2,28,2,0,1,8.94762323884051,1
12,12,1,0,2,28,3.5,0,1,4.30135262143479,0
12,12,1,0,2,28,3,1,0,4.33136682067182,1
12,13,1,0,2,28,3,0,0,2.90510021314492,1
12,13,1,0,2,28,4.5,0,0,0.759496307528799,0
12,14,1,0,2,28,4.5,1,0,2.4614375469412,0
12,14,1,0,2,28,4,1,0,4.03761855821827,1
13,1,1,1,4,35,2,0,0,0.159272130650695,0
13,1,1,1,4,35,2.5,1,1,7.00936063122945,1
13,2,1,1,4,35,3.5,1,0,0.0312148570875221,0
13,2,1,1,4,35,3,1,1,4.08360959260547,1
13,3,1,1,4,35,2.5,0,0,-2.91968183301117,0
13,3,1,1,4,35,1.5,0,1,6.82354399115947,1
13,4,1,1,4,35,4.5,1,1,1.30343870793175,0
13,4,1,1,4,35,2.5,0,1,5.50050477696641,1
13,5,1,1,4,35,3.5,1,1,2.62888647068129,0
13,5,1,1,4,35,2,1,0,3.9511724244049,1
13,6,1,1,4,35,2.5,1,0,1.09034056704169,1
13,6,1,1,4,35,4,0,0,-4.56895443585478,0
13,7,1,1,4,35,3,0,1,8.31987619645445,0
13,7,1,1,4,35,1.5,1,1,9.26220553586388,1
13,8,1,1,4,35,4,0,1,2.70769609383988,0
13,8,1,1,4,35,1.5,1,0,4.93021859589652,1
13,9,1,1,4,35,4,1,1,2.16110341293277,0
13,9,1,1,4,35,4.5,0,1,2.83972864302964,1
13,10,1,1,4,35,3.5,0,0,-3.61119440486931,0
13,10,1,1,4,35,2,1,1,6.39365321523545,1
13,11,1,1,4,35,1.5,0,0,3.46292321788067,0
13,11,1,1,4,35,2,0,1,6.42214638006883,1
13,12,1,1,4,35,3.5,0,1,3.50827883978045,1
13,12,1,1,4,35,3,1,0,0.375945456350757,0
13,13,1,1,4,35,3,0,0,-0.872021839560444,0
13,13,1,1,4,35,4.5,0,0,-3.92503728813953,0
13,14,1,1,4,35,4.5,1,0,-0.581836972833353,0
13,14,1,1,4,35,4,1,0,-0.554447921478526,0
14,1,0,1,6,43,2,0,0,-2.39025684475177,0
14,1,0,1,6,43,2.5,1,1,-1.39126120553199,0
14,2,0,1,6,43,3.5,1,0,-2.28981220240569,0
14,2,0,1,6,43,3,1,1,-1.43040953540071,0
14,3,0,1,6,43,2.5,0,0,-4.35121176985256,0
14,3,0,1,6,43,1.5,0,1,2.73409690208046,1
14,4,0,1,6,43,4.5,1,1,-3.98815895569636,0
14,4,0,1,6,43,2.5,0,1,3.33306646889796,1
14,5,0,1,6,43,3.5,1,1,-3.86511999087544,0
14,5,0,1,6,43,2,1,0,-2.49475954098,0
14,6,0,1,6,43,2.5,1,0,-3.29898940982976,0
14,6,0,1,6,43,4,0,0,-4.09254899028357,0
14,7,0,1,6,43,3,0,1,1.23470074209858,1
14,7,0,1,6,43,1.5,1,1,-1.08404774545085,0
14,8,0,1,6,43,4,0,1,-1.48861475339915,0
14,8,0,1,6,43,1.5,1,0,-0.80349782247789,1
14,9,0,1,6,43,4,1,1,-4.98714943414236,0
14,9,0,1,6,43,4.5,0,1,-0.443297381042472,0
14,10,0,1,6,43,3.5,0,0,-3.79779408203403,0
14,10,0,1,6,43,2,1,1,-1.39285811467946,0
14,11,0,1,6,43,1.5,0,0,0.326231034830271,0
14,11,0,1,6,43,2,0,1,1.368475160977,1
14,12,0,1,6,43,3.5,0,1,0.73414121895387,1
14,12,0,1,6,43,3,1,0,-3.41501506930452,0
14,13,0,1,6,43,3,0,0,-2.45890489813565,0
14,13,0,1,6,43,4.5,0,0,-7.41651478975209,0
14,14,0,1,6,43,4.5,1,0,-5.32140051868562,0
14,14,0,1,6,43,4,1,0,-3.19146325579517,0
15,1,1,1,3,65,2,0,0,11.7000553538628,0
15,1,1,1,3,65,2.5,1,1,19.3661005074934,1
15,2,1,1,3,65,3.5,1,0,10.2586914366274,0
15,2,1,1,3,65,3,1,1,18.4614900154348,1
15,3,1,1,3,65,2.5,0,0,10.4505378693045,0
15,3,1,1,3,65,1.5,0,1,13.6141150531621,1
15,4,1,1,3,65,4.5,1,1,13.6532519446392,1
15,4,1,1,3,65,2.5,0,1,9.19567650209795,0
15,5,1,1,3,65,3.5,1,1,16.4957228111016,1
15,5,1,1,3,65,2,1,0,13.7419744975389,0
15,6,1,1,3,65,2.5,1,0,13.1255705781142,1
15,6,1,1,3,65,4,0,0,6.6883586803944,0
15,7,1,1,3,65,3,0,1,11.0551136896358,0
15,7,1,1,3,65,1.5,1,1,18.8634065509888,1
15,8,1,1,3,65,4,0,1,10.0372458454876,0
15,8,1,1,3,65,1.5,1,0,12.7668523249348,1
15,9,1,1,3,65,4,1,1,14.9833932237646,1
15,9,1,1,3,65,4.5,0,1,7.75729628661427,0
15,10,1,1,3,65,3.5,0,0,11.2699396951804,0
15,10,1,1,3,65,2,1,1,18.8834322949957,1
15,11,1,1,3,65,1.5,0,0,10.9971382582751,0
15,11,1,1,3,65,2,0,1,11.0028874084918,1
15,12,1,1,3,65,3.5,0,1,11.6712882137711,1
15,12,1,1,3,65,3,1,0,11.5078977932303,0
15,13,1,1,3,65,3,0,0,8.23477092558765,0
15,13,1,1,3,65,4.5,0,0,8.59635796752482,1
15,14,1,1,3,65,4.5,1,0,7.36930198947936,0
15,14,1,1,3,65,4,1,0,8.59231486053294,1
16,1,1,1,3,84,2,0,0,0.923863642319636,0
16,1,1,1,3,84,2.5,1,1,11.2974563530762,1
16,2,1,1,3,84,3.5,1,0,0.666680211550326,0
16,2,1,1,3,84,3,1,1,8.85288989445124,1
16,3,1,1,3,84,2.5,0,0,-0.803374880531755,0
16,3,1,1,3,84,1.5,0,1,7.7529365513114,1
16,4,1,1,3,84,4.5,1,1,5.58317764653005,0
16,4,1,1,3,84,2.5,0,1,6.304666880617,1
16,5,1,1,3,84,3.5,1,1,8.48192274757741,1
16,5,1,1,3,84,2,1,0,6.45472688274566,0
16,6,1,1,3,84,2.5,1,0,4.39983349215442,1
16,6,1,1,3,84,4,0,0,0.801161783082703,0
16,7,1,1,3,84,3,0,1,5.12781735556743,0
16,7,1,1,3,84,1.5,1,1,10.6182826257776,1
16,8,1,1,3,84,4,0,1,3.21706599711312,0
16,8,1,1,3,84,1.5,1,0,4.06996285936214,1
16,9,1,1,3,84,4,1,1,5.6672463019866,1
16,9,1,1,3,84,4.5,0,1,5.17674836511534,0
16,10,1,1,3,84,3.5,0,0,-0.390857099147149,0
16,10,1,1,3,84,2,1,1,10.4478539862283,1
16,11,1,1,3,84,1.5,0,0,0.930852822822203,0
16,11,1,1,3,84,2,0,1,8.2862199519578,1
16,12,1,1,3,84,3.5,0,1,6.04789024421778,1
16,12,1,1,3,84,3,1,0,2.38473990096743,0
16,13,1,1,3,84,3,0,0,-0.541297266790548,0
16,13,1,1,3,84,4.5,0,0,-2.59023160965421,0
16,14,1,1,3,84,4.5,1,0,-1.0576858748376,0
16,14,1,1,3,84,4,1,0,0.417293418356176,0
17,1,1,1,4,27,2,0,0,1.08137791366696,0
17,1,1,1,4,27,2.5,1,1,4.63942678012321,1
17,2,1,1,4,27,3.5,1,0,4.79287702113532,1
17,2,1,1,4,27,3,1,1,3.8900728550073,0
17,3,1,1,4,27,2.5,0,0,2.33905921611785,0
17,3,1,1,4,27,1.5,0,1,7.21065478640832,1
17,4,1,1,4,27,4.5,1,1,1.89895993503863,0
17,4,1,1,4,27,2.5,0,1,6.43334513716452,1
17,5,1,1,4,27,3.5,1,1,5.55437925494994,1
17,5,1,1,4,27,2,1,0,3.67329281002032,0
17,6,1,1,4,27,2.5,1,0,2.04926112019449,1
17,6,1,1,4,27,4,0,0,1.55931576609512,0
17,7,1,1,4,27,3,0,1,4.04417268075794,0
17,7,1,1,4,27,1.5,1,1,8.0687088242564,1
17,8,1,1,4,27,4,0,1,2.96927251873808,0
17,8,1,1,4,27,1.5,1,0,4.52090955016177,1
17,9,1,1,4,27,4,1,1,1.26910795464678,0
17,9,1,1,4,27,4.5,0,1,3.64050028833126,1
17,10,1,1,4,27,3.5,0,0,6.33968666363035,1
17,10,1,1,4,27,2,1,1,5.45454317122317,0
17,11,1,1,4,27,1.5,0,0,3.37623871435241,0
17,11,1,1,4,27,2,0,1,10.4597933021207,1
17,12,1,1,4,27,3.5,0,1,3.21480315209098,1
17,12,1,1,4,27,3,1,0,0.564556796385659,0
17,13,1,1,4,27,3,0,0,1.53892384069303,0
17,13,1,1,4,27,4.5,0,0,1.63257114838566,1
